날짜,PM10,SO2,CO,O3,NO2
2020-11-28,21.875,0.003,0.333,0.031,0.012
2020-11-29,14.375,0.003,0.312,0.033,0.01
2020-12-01,27.917,0.004,0.454,0.02,0.028
2020-12-03,22.875,0.004,0.392,0.032,0.017
2020-12-04,19.5,0.004,0.337,0.032,0.016
2020-12-06,26.292,0.004,0.392,0.033,0.015
2020-12-08,33.958,0.004,0.379,0.032,0.017
2020-12-09,29.708,0.004,0.483,0.012,0.04
2020-12-10,30,0.004,0.483,0.014,0.034
2020-12-11,34.167,0.004,0.496,0.031,0.025
2020-12-12,49.083,0.004,0.45,0.036,0.018
2020-12-13,41.667,0.004,0.45,0.037,0.019
2020-12-16,20.333,0.003,0.375,0.028,0.014
2020-12-17,18.708,0.003,0.35,0.03,0.015
2020-12-18,30.75,0.003,0.504,0.024,0.024
2020-12-20,16.583,0.003,0.388,0.035,0.012
2020-12-23,61.667,0.005,0.629,0.028,0.04
2020-12-24,45.5,0.003,0.429,0.043,0.018
2020-12-25,21.833,0.003,0.358,0.031,0.014
2020-12-26,30.958,0.003,0.467,0.025,0.022
2020-12-29,47.875,0.004,0.667,0.015,0.044
2020-12-30,18.417,0.003,0.333,0.033,0.009
2021-01-02,30.708,0.003,0.404,0.028,0.016
2021-01-05,38.542,0.004,0.513,0.025,0.026
2021-01-07,22.958,0.003,0.358,0.029,0.009
2021-01-08,14.583,0.003,0.379,0.025,0.011
2021-01-09,15.167,0.003,0.396,0.028,0.011
2021-01-11,32.75,0.003,0.504,0.017,0.03
2021-01-13,100.75,0.004,0.546,0.028,0.034
2021-01-14,80.5,0.004,0.542,0.021,0.044
2021-01-15,52.083,0.004,0.562,0.028,0.042
2021-01-16,77.417,0.003,0.396,0.041,0.012
2021-01-19,29,0.004,0.504,0.023,0.03
2021-01-20,34.958,0.004,0.633,0.01,0.051
2021-01-21,37.417,0.004,0.713,0.01,0.055
2021-01-22,36.25,0.004,0.758,0.007,0.048
2021-01-24,25.667,0.003,0.454,0.039,0.019
2021-01-27,29.583,0.003,0.5,0.031,0.023
2021-01-28,37.792,0.003,0.513,0.032,0.023
2021-01-29,28,0.003,0.371,0.036,0.011
2021-01-30,72.792,0.003,0.467,0.033,0.02
2021-01-31,60.125,0.004,0.521,0.026,0.034
2021-02-01,48.875,0.003,0.513,0.038,0.018
2021-02-02,46.958,0.003,0.417,0.039,0.011
2021-02-03,25.167,0.003,0.413,0.03,0.018
2021-02-05,21.958,0.003,0.413,0.03,0.021
2021-02-06,44.792,0.005,0.633,0.025,0.037
2021-02-07,72.25,0.004,0.554,0.045,0.018
2021-02-08,25.333,0.003,0.404,0.035,0.012
2021-02-10,40.833,0.004,0.521,0.038,0.023
2021-02-11,54.583,0.004,0.558,0.036,0.028
2021-02-12,48.708,0.004,0.608,0.029,0.032
2021-02-13,44.917,0.004,0.612,0.028,0.043
2021-02-15,25.375,0.003,0.454,0.037,0.013
2021-02-17,20.292,0.003,0.4,0.034,0.008
2021-02-18,26.167,0.003,0.417,0.03,0.012
2021-02-19,31.792,0.004,0.463,0.034,0.018
2021-02-20,55.917,0.004,0.542,0.045,0.025
2021-02-21,52.958,0.004,0.496,0.051,0.02
2021-02-22,43.958,0.004,0.45,0.042,0.023
2021-02-24,32.792,0.003,0.504,0.022,0.03
2021-02-25,31.542,0.004,0.512,0.021,0.032
2021-02-26,24.542,0.003,0.429,0.033,0.018
2021-02-27,25.042,0.003,0.4,0.035,0.015
2021-02-28,26.333,0.003,0.446,0.029,0.02
2021-03-01,27.083,0.004,0.542,0.018,0.028
2021-03-03,27.667,0.003,0.454,0.027,0.025
2021-03-04,33.417,0.004,0.525,0.018,0.037
2021-03-05,27.25,0.004,0.5,0.022,0.029
2021-03-06,33.542,0.003,0.5,0.029,0.023
2021-03-07,22.958,0.004,0.438,0.036,0.018
2021-03-09,27.708,0.003,0.479,0.028,0.029
2021-03-10,56.542,0.003,0.508,0.034,0.025
2021-03-11,40.833,0.004,0.512,0.024,0.038
2021-03-12,17.167,0.003,0.442,0.035,0.022
2021-03-13,53.042,0.003,0.513,0.04,0.022
2021-03-14,46.167,0.003,0.529,0.046,0.016
2021-03-15,51.292,0.003,0.567,0.039,0.027
2021-03-16,54.333,0.004,0.525,0.035,0.026
2021-03-17,92.375,0.004,0.5,0.028,0.024
2021-03-19,38.167,0.003,0.433,0.035,0.019
2021-03-21,31.25,0.002,0.417,0.041,0.007
2021-03-22,30.875,0.002,0.375,0.041,0.009
2021-03-24,63,0.004,0.429,0.046,0.019
2021-03-25,46.875,0.004,0.442,0.047,0.026
2021-03-26,65.833,0.004,0.592,0.037,0.043
2021-03-27,50.417,0.003,0.412,0.031,0.027
2021-03-28,23.333,0.003,0.458,0.041,0.016
2021-03-29,490,0.003,0.583,0.041,0.018
2021-03-31,78.667,0.002,0.396,0.04,0.027
2021-04-01,68.792,0.003,0.371,0.043,0.018
2021-04-02,51.125,0.004,0.408,0.033,0.026
2021-04-03,49.042,0.003,0.433,0.022,0.034
2021-04-04,19,0.002,0.363,0.035,0.015
2021-04-05,24.833,0.003,0.346,0.037,0.02
2021-04-06,28.292,0.003,0.392,0.034,0.029
2021-04-07,44.917,0.003,0.367,0.052,0.023
2021-04-09,29.042,0.002,0.325,0.038,0.019
2021-04-10,18.583,0.002,0.317,0.037,0.017
2021-04-11,17.417,0.002,0.312,0.039,0.016
2021-04-13,15.917,0.002,0.288,0.042,0.011
2021-04-14,27.125,0.002,0.288,0.04,0.015
2021-04-15,37.917,0.003,0.354,0.035,0.033
2021-04-16,39.875,0.002,0.362,0.032,0.028
2021-04-17,62,0.003,0.317,0.04,0.016
2021-04-18,30.208,0.002,0.304,0.042,0.009
2021-04-19,40.375,0.003,0.354,0.048,0.019
2021-04-20,58.375,0.003,0.375,0.062,0.029
2021-04-22,55.417,0.003,0.425,0.043,0.035
2021-04-23,33.333,0.003,0.333,0.043,0.018
2021-04-24,31.792,0.002,0.329,0.036,0.02
2021-04-25,29.375,0.003,0.312,0.036,0.018
2021-04-26,21.167,0.002,0.337,0.034,0.02
2021-04-27,25.667,0.002,0.312,0.034,0.022
2021-04-29,66.083,0.003,0.371,0.036,0.029
2021-04-30,60,0.002,0.358,0.057,0.016
2021-05-01,20.5,0.002,0.3,0.047,0.011
2021-05-02,19.833,0.002,0.317,0.046,0.011
2021-05-03,18.958,0.002,0.337,0.039,0.021
2021-05-04,24.417,0.002,0.308,0.041,0.017
2021-05-05,39.75,0.002,0.3,0.048,0.01
2021-05-07,63.167,0.002,0.333,0.045,0.021
2021-05-08,221.708,0.002,0.333,0.039,0.02
2021-05-09,103.458,0.002,0.342,0.051,0.015
2021-05-10,32.458,0.002,0.329,0.035,0.025
2021-05-12,31.375,0.003,0.358,0.038,0.022
2021-05-14,28,0.002,0.375,0.02,0.037
2021-05-15,20.458,0.002,0.367,0.011,0.032
2021-05-16,11.542,0.002,0.25,0.012,0.016
2021-05-17,18.417,0.002,0.404,0.014,0.033
2021-05-18,19.542,0.002,0.375,0.016,0.032
2021-05-19,41.042,0.002,0.388,0.039,0.027
2021-05-21,15.792,0.002,0.35,0.042,0.019
2021-05-22,21.458,0.002,0.346,0.046,0.016
2021-05-23,44.583,0.003,0.446,0.033,0.04
2021-05-24,35.792,0.002,0.375,0.036,0.034
2021-05-27,22.458,0.002,0.383,0.041,0.02
2021-05-28,43.542,0.003,0.454,0.041,0.024
2021-05-29,28.5,0.003,0.433,0.047,0.022
2021-05-30,38.5,0.003,0.442,0.033,0.034
2021-05-31,31.958,0.003,0.4,0.035,0.029
2021-06-01,36.375,0.004,0.404,0.025,0.037
2021-06-03,34.208,0.003,0.475,0.009,0.045
2021-06-04,20.25,0.002,0.354,0.043,0.018
2021-06-05,42,0.003,0.442,0.059,0.018
2021-06-06,44.042,0.002,0.392,0.058,0.018
2021-06-09,44.667,0.004,0.446,0.035,0.047
2021-06-11,22.417,0.002,0.367,0.02,0.031
2021-06-12,8.792,0.002,0.425,0.011,0.027
2021-06-14,27.917,0.003,0.367,0.02,0.019
2021-06-15,15.292,0.002,0.358,0.026,0.013
2021-06-17,19.833,0.003,0.375,0.023,0.022
2021-06-18,25.333,0.003,0.421,0.018,0.029
2021-06-19,44,0.003,0.383,0.049,0.026
2021-06-21,44.125,0.003,0.442,0.041,0.027
2021-06-22,26,0.003,0.333,0.029,0.022
2021-06-24,21.958,0.003,0.321,0.021,0.031
2021-06-26,27.583,0.003,0.342,0.02,0.039
2021-06-28,34.333,0.003,0.371,0.031,0.02
2021-06-29,28.208,0.002,0.35,0.03,0.02
2021-07-01,30.5,0.004,0.371,0.023,0.024
2021-07-02,25.375,0.003,0.383,0.025,0.02
2021-07-04,17.542,0.002,0.275,0.033,0.011
2021-07-05,18.125,0.002,0.408,0.023,0.029
2021-07-06,11.333,0.002,0.296,0.014,0.018
2021-07-07,14.958,0.002,0.312,0.007,0.023
2021-07-08,20.5,0.002,0.362,0.017,0.029
2021-07-10,28.458,0.002,0.396,0.036,0.022
2021-07-12,25.5,0.002,0.3,0.022,0.019
2021-07-14,17.375,0.002,0.317,0.008,0.017
2021-07-15,19.458,0.002,0.317,0.009,0.021
2021-07-16,27.875,0.002,0.346,0.026,0.022
2021-07-17,15.833,0.002,0.308,0.02,0.013
2021-07-18,11.292,0.002,0.296,0.022,0.01
2021-07-19,20.375,0.002,0.333,0.019,0.017
2021-07-20,17.917,0.002,0.317,0.014,0.015
2021-07-22,25.583,0.002,0.321,0.024,0.016
2021-07-24,21.083,0.003,0.329,0.025,0.016
2021-07-26,19.292,0.002,0.312,0.021,0.016
2021-07-28,18.292,0.002,0.288,0.016,0.014
2021-07-29,18.833,0.003,0.3,0.014,0.022
2021-07-30,22.458,0.003,0.267,0.021,0.017
2021-07-31,17.375,0.003,0.296,0.019,0.019
2021-08-01,24,0.003,0.342,0.037,0.017
2021-08-02,18.75,0.003,0.279,0.014,0.014
2021-08-04,25.875,0.003,0.288,0.019,0.026
2021-08-05,23.167,0.003,0.317,0.017,0.027
2021-08-06,23.542,0.003,0.317,0.022,0.023
2021-08-08,12.583,0.002,0.279,0.023,0.013
2021-08-09,14,0.002,0.25,0.029,0.016
2021-08-10,23.458,0.003,0.346,0.025,0.019
2021-08-12,19.792,0.003,0.362,0.032,0.023
2021-08-13,16,0.002,0.379,0.03,0.023
2021-08-14,13.083,0.002,0.333,0.041,0.013
2021-08-15,17.042,0.003,0.333,0.031,0.01
2021-08-16,20.75,0.002,0.304,0.028,0.012
2021-08-17,11.417,0.002,0.317,0.03,0.012
2021-08-19,20,0.002,0.35,0.03,0.021
2021-08-20,22.083,0.003,0.342,0.026,0.026
2021-08-22,18.958,0.002,0.383,0.048,0.014
2021-08-23,17.625,0.003,0.417,0.022,0.023
2021-08-24,25.792,0.002,0.271,0.022,0.012
2021-08-26,34.708,0.003,0.396,0.03,0.03
2021-08-28,21.333,0.003,0.346,0.032,0.022
2021-08-29,17.083,0.002,0.267,0.025,0.012
2021-08-30,34,0.004,0.413,0.02,0.039
2021-09-01,23.042,0.003,0.358,0.016,0.025
2021-09-02,12.625,0.002,0.367,0.027,0.02
2021-09-04,15.5,0.003,0.358,0.031,0.014
2021-09-05,19.583,0.003,0.342,0.033,0.012
2021-09-06,25.458,0.002,0.333,0.031,0.017
2021-09-07,24.083,0.002,0.346,0.026,0.02
2021-09-08,19.875,0.003,0.367,0.034,0.019
2021-09-10,21,0.003,0.367,0.032,0.022
2021-09-11,33.792,0.004,0.417,0.039,0.031
2021-09-12,29.5,0.003,0.392,0.047,0.022
2021-09-13,29.333,0.002,0.35,0.035,0.016
2021-09-15,21.5,0.003,0.304,0.036,0.011
2021-09-17,8.917,0.002,0.308,0.034,0.01
2021-09-19,14.167,0.003,0.321,0.035,0.011
2021-09-20,17.833,0.002,0.325,0.034,0.012
2021-09-21,17.583,0.002,0.308,0.036,0.012
2021-09-22,24.083,0.003,0.421,0.058,0.009
2021-09-23,20.458,0.002,0.325,0.048,0.012
2021-09-25,16.708,0.002,0.308,0.031,0.012
2021-09-26,18.875,0.002,0.296,0.033,0.012
2021-09-28,19.667,0.003,0.383,0.024,0.022
2021-09-29,25.75,0.003,0.362,0.022,0.022
2021-09-30,16.542,0.003,0.388,0.025,0.021
2021-10-01,20.75,0.003,0.363,0.032,0.024
2021-10-02,37.458,0.003,0.425,0.048,0.021
2021-10-03,39,0.003,0.408,0.047,0.024
2021-10-04,38.208,0.003,0.333,0.041,0.017
2021-10-05,31.458,0.003,0.329,0.033,0.021
2021-10-06,31.542,0.004,0.408,0.027,0.025
2021-10-07,25.708,0.003,0.329,0.036,0.018
2021-10-09,30.167,0.003,0.371,0.033,0.017
2021-10-10,29.583,0.003,0.321,0.031,0.016
2021-10-11,13.083,0.003,0.321,0.028,0.013
2021-10-12,10.375,0.002,0.317,0.03,0.013
2021-10-14,21.75,0.002,0.342,0.029,0.023
2021-10-15,32.208,0.002,0.413,0.026,0.026
2021-10-16,10.958,0.002,0.317,0.033,0.008
2021-10-17,21.5,0.002,0.283,0.032,0.007
2021-10-18,21,0.002,0.342,0.027,0.02
2021-10-21,15.75,0.003,0.375,0.02,0.022
2021-10-22,23.25,0.002,0.325,0.038,0.012
2021-10-23,15.833,0.002,0.35,0.032,0.017
2021-10-24,18.083,0.002,0.371,0.026,0.022
2021-10-25,23.708,0.003,0.408,0.028,0.031
2021-10-26,34.792,0.003,0.367,0.038,0.023
2021-10-27,52.458,0.003,0.413,0.054,0.016
2021-10-29,26.167,0.003,0.325,0.03,0.018
2021-10-30,16.375,0.003,0.362,0.027,0.018
2021-10-31,20.292,0.003,0.371,0.029,0.022
2021-11-01,38.583,0.003,0.404,0.037,0.022
2021-11-02,37.458,0.002,0.408,0.041,0.017
2021-11-03,33.833,0.003,0.421,0.034,0.023
2021-11-05,45.375,0.003,0.537,0.022,0.041
2021-11-06,33.333,0.003,0.392,0.034,0.018
2021-11-07,16.375,0.002,0.308,0.036,0.012
2021-11-08,14.958,0.003,0.304,0.03,0.012
2021-11-09,13.75,0.002,0.304,0.031,0.011
2021-11-10,12.042,0.002,0.3,0.032,0.011
2021-11-11,12.417,0.002,0.304,0.031,0.01
2021-11-14,43.958,0.003,0.45,0.037,0.021
2021-11-15,60.583,0.003,0.442,0.033,0.027
2021-11-16,51.542,0.003,0.454,0.022,0.032
2021-11-17,71.292,0.004,0.458,0.03,0.029
2021-11-18,54.625,0.003,0.417,0.041,0.023
2021-11-20,69.5,0.003,0.625,0.022,0.047
2021-11-21,50.542,0.003,0.529,0.024,0.035
2021-11-22,29.5,0.002,0.342,0.033,0.01
2021-11-25,49,0.004,0.383,0.033,0.02
2021-11-26,33.417,0.003,0.325,0.03,0.017
2021-11-28,15.042,0.003,0.408,0.019,0.026
2021-11-29,24.417,0.005,0.529,0.018,0.035
2021-11-30,18.25,0.003,0.446,0.019,0.028
2021-12-02,17.333,0.002,0.317,0.023,0.013
2021-12-03,26.583,0.003,0.337,0.026,0.014
2021-12-05,25.792,0.003,0.442,0.017,0.025
2021-12-06,32.792,0.004,0.542,0.007,0.042
2021-12-08,20.292,0.003,0.367,0.024,0.02
2021-12-09,16.708,0.003,0.363,0.02,0.023
2021-12-11,43.375,0.003,0.413,0.028,0.023
2021-12-13,15.917,0.002,0.3,0.027,0.011
2021-12-14,19.958,0.003,0.367,0.022,0.019
2021-12-15,34.083,0.004,0.513,0.018,0.032
2021-12-17,39.208,0.002,0.346,0.029,0.011
2021-12-18,13.875,0.002,0.312,0.026,0.012
2021-12-19,18.625,0.002,0.329,0.028,0.013
2021-12-20,41.958,0.003,0.433,0.025,0.028
2021-12-21,67.208,0.004,0.642,0.023,0.041
2021-12-23,47.458,0.003,0.45,0.018,0.035
2021-12-24,62.958,0.003,0.504,0.016,0.038
2021-12-25,28.042,0.002,0.312,0.034,0.007
2021-12-26,9.917,0.002,0.3,0.031,0.006
2021-12-27,15.75,0.002,0.35,0.023,0.019
2021-12-29,37.708,0.003,0.425,0.022,0.026
2021-12-30,25.25,0.002,0.308,0.033,0.009
2021-12-31,16.125,0.002,0.279,0.033,0.008
